id,category,name,address,symbol,tvl,mcap,slug
2255,NFT Lending,NFTfi,,-,27089819.383671243,,nftfi
2231,RWA,Tangible,polygon:0xb5DFABd7fF7F83BAB83995E72A52B97ABb7bcf63,USDR,26645376.219220378,0.0,tangible
1952,RWA,Lofty,,-,26550930.5061,,lofty
2099,Dexes,OKCSwap,,-,25777478.390454143,,okcswap
1491,Bridge,RelayChain,0x5d843fa9495d23de997c394296ac7b4d721e841c,RELAY,25404176.757019397,1340494.3017264346,relaychain
1953,RWA,Toucan Protocol,,-,25320948.28,,toucan-protocol
580,Dexes,SashimiSwap,0xC28E27870558cF22ADD83540d2126da2e4b464c2,SASHIMI,25022080.682961505,1236983.0913365379,sashimiswap
285,Options,Opyn Gamma,,-,24864413.348537855,,opyn-gamma
660,Options,Dopex,0xeec2be5c91ae7f8a338e1e5f3b5de49d07afdc81,DPX,24812142.458468974,42358785.36710504,dopex
1660,Dexes,Swappi,conflux:0x22f41abf77905f50df398f21213290597e7414dd,PPI,24595800.944975823,0.0,swappi
434,Lending,Tarot,fantom:0xc5e2b037d30a390e62180970b3aa4e91868764cd,TAROT,24408373.394749355,4887128.161408494,tarot
238,Dexes,Ellipsis Finance,bsc:0xA7f552078dcC247C2684336020c03648500C6d9F,EPS,24310850.756823566,24922153.801145826,ellipsis-finance
2147,Derivatives,IPOR,0x1e4746dc744503b53b4a082cb3607b169a289090,IPOR,24245796.248323727,2548794.863353281,ipor
2332,Dexes,Equalizer Exchange,fantom:0x3Fd3A0c85B70754eFc07aC9Ac0cbBDCe664865A6,EQUAL,24105957.872670628,811482.9957585684,equalizer-exchange
573,Lending,Liqee,-,LQE,23789900.90574297,,liqee
162,Dexes,Bancor V2.1,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,BNT,23653633.533656247,,bancor-v2.1
1878,Derivatives,ApeX Protocol,0x52a8845df664d76c69d2eea607cd793565af42b8,APEX,23400883.270261034,12282216.639976501,apex-protocol
1955,Lending,Parallel Lending,,-,23395991.90615636,,parallel-lending
483,NFT Marketplace,NFTX,0x87d73e916d7057945c9bcd8cdd94e42a6f47f776,NFTX,23200757.48701887,6948110.455535357,nftx
1881,Indexes,Toros,,-,23025805.848162845,,toros
2622,Lending,Mare Finance,kava:0xd86C8d4279CCaFbec840c782BcC50D201f277419,MARE,22932776.584582604,,mare-finance
458,Lending,Solend,solana:SLNDpmoWTVADgEdndyvWzroNL7zSi1dF9PC3xHGtPwp,SLND,22837749.02995278,13608236.760036023,solend
1303,Lending,Iron Bank,fantom:0x00a35FD824c717879BF370E70AC6868b95870Dfb,IB,22800842.22760859,295013.9177812222,iron-bank
1738,Liquid Staking,Bifrost Liquid Staking,kusama:-,BNC,22644104.67550024,2963494.103209109,bifrost-liquid-staking
2844,CDP,Sovryn Zero,rsk:0xEfC78FC7D48B64958315949279bA181C2114abbD,SOV,22195347.970302366,,sovryn-zero
1052,Dexes,Astroport,terra:terra1xj49zyqrwpv5k928jwfpfy2ha668nwdgkwlrg3,ASTRO,21943989.075750336,405614.32689588395,astroport
2137,CDP,DeFi Franc,0x045da4bFe02B320f4403674B3b7d121737727A36,DCHF,21747549.890299972,,defi-franc
1315,Liquid Staking,NeoBurger,,-,21482962.1277357,,neoburger
2479,Leveraged Farming,DeltaPrime,,-,21467865.715028197,,deltaprime
519,Dexes,Tezos Liquidity Baking,tezos:KT1TxqZ8QtKvLu3V3JH7Gx58n7Co8pgtpQU5,-,21387993.674952414,,tezos-liquidity-baking
2679,Lending,Kleva Lend,klaytn:0x5fff3a6c16c2208103f318f4713d4d90601a7313,KLEVA,21142509.199522927,,kleva-lend
127,Dexes,KyberSwap Classic,0xdefa4e8a7bcba345f687a2f1456f5edd9ce97202,KNC,21127530.286207844,,kyberswap-classic
2108,Dexes,W3swap,bsc:0xc5db5afee4c55dfad5f2b8226c6ac882e6956a0a,OSK-DAO,21018211.849368535,,w3swap
329,Dexes,Sovryn Dex,rsk:0xEfC78FC7D48B64958315949279bA181C2114abbD,SOV,20993437.274809994,13713819.501147967,sovryn-dex
251,CDP,Mimo Protocol,0x90b831fa3bebf58e9744a14d638e25b4ee06f9bc,MIMO,20579250.63671016,14418342.633040177,mimo-protocol
2920,Indexes,LSDx ETHx,0xfAC77A24E52B463bA9857d6b758ba41aE20e31FF,LSD,20483685.30886003,,lsdx-ethx
2644,Dexes,Maverick Protocol,,-,20218196.954429794,,maverick-protocol
151,Dexes,Rhino.fi,0xdddddd4301a082e62e84e43f474f044423921918,DVF,20101512.939296033,16986071.135717105,rhino.fi
2112,Liquid Staking,Stake.ly,klaytn:0xF80F2b22932fCEC6189b9153aA18662b15CC9C00,stKLAY,20086199.756619394,,stake.ly
1979,Dexes,SaucerSwap,hedera:0.0.731861,SAUCE,19828082.1704,7163910.041913611,saucerswap
1726,Dexes,Meshswap,polygon:0x82362ec182db3cf7829014bc61e9be8a2e82868a,MESH,19405141.99526887,0.0,meshswap
726,Yield,Solo Top,,-,19254003.15304666,,solo-top
2086,Yield,Rage Trade,,-,19183760.833651416,,rage-trade
2782,RWA,Aktionariat,0x6f38e0f1a73c96cb3f42598613ea3474f09cb200,DAKS,18828981.458629176,,aktionariat
2363,CEX,Hotbit,,-,18571164.364858966,,hotbit
253,Lending,BiFi,0x2791BfD60D232150Bff86b39B7146c0eaAA2BA81,BiFi,18397954.352490272,2617725.958512961,bifi
1466,Dexes,ALEX,stacks:SP3K8BC0PPEVCV7NZ6QSRWPQ2JE9E5B6N3PA0KBR9,ALEX,18353418.434595935,29816534.90066288,alex
145,Dexes,Serum,,SRM,18303319.56048764,39719516.95409757,serum
362,Derivatives,Perpetual Protocol,0xbc396689893d065f41bc2c6ecbee5e0085233447,PERP,18249438.85996178,45588263.867710814,perpetual-protocol
2675,Dexes,Ramses Exchange,arbitrum:0xaaa6c1e32c55a7bfa8066a6fae9b42650f262418,RAM,18160763.12235394,1230108.9576747527,ramses-exchange
2393,Dexes,Joe V2,avax:0x6e84a6216ea6dacc71ee8e6b0a5b7322eebc0fdd,JOE,17970103.03084385,,joe-v2
130,Services,The Tokenized Bitcoin,0x3212b29E33587A00FB1C83346f5dBFA69A458923,imBTC,17931772.098711602,,the-tokenized-bitcoin
2685,Dexes,Arbitrum Exchange,arbitrum:0xD5954c3084a1cCd70B4dA011E67760B8e78aeE84,ARX,17819816.69093032,0.0,arbitrum-exchange
1601,Dexes,WingRiders,cardano:asset18v68f0vgv2nc3at8cuuem7f3fztwqcq2usgjyp,WRT,17648213.748950426,0.0,wingriders
2385,Lending,Exactly,,-,17648149.258428033,,exactly
653,Dexes,Atrix,,-,17446719.252195574,,atrix
1873,Lending,Torches,,-,17254391.136964317,,torches
318,Dexes,Dfyn Network,polygon:0xc168e40227e4ebd8c1cae80f7a55a4f0e6d66c97,DFYN,17167688.29965797,7459767.439990969,dfyn-network
541,Dexes,Ref Finance,-,REF,17113154.905127186,3205566.12758412,ref-finance
2139,Yield Aggregator,Sommelier,0xa670d7237398238de01267472c6f13e5b8010fd1,SOMM,17096209.631318737,29989807.810051113,sommelier
2271,Yield,Magpie,bsc:0xD06716E1Ff2E492Cc5034c2E81805562dd3b45fa,MGP,17062051.109355576,0.0,magpie
2153,Yield Aggregator,LUSD ChickenBonds,0xB9D7DdDca9a4AC480991865EfEf82E01273F79C3,bLUSD,16987945.193200085,,lusd-chickenbonds
2413,Dexes,Decryption,tlchain:0x24d8421cE5709AE8e957Cf0FA046622CA599411c,X,16772208.868987212,,decryption
1650,Liquid Staking,sICX,icx:cx2609b924e33ef00b648a409245c7ea394c467824,sICX,16629659.338918842,0.0,sicx
557,Liquid Staking,Meta Pool,near:-,META,16615350.396878,0.0,meta-pool
1444,CDP,Vesta Finance,arbitrum:0xa684cd057951541187f288294a1e1C2646aA2d24,VSTA,16478717.716116842,3771154.2396338144,vesta-finance
209,Yield Aggregator,Autofarm,bsc:0xa184088a740c695e156f91f5cc086a06bb78b827,AUTO,16375366.01651733,2488301.139108948,autofarm
2554,Staking,BendDAO APE Staking,0x0d02755a5700414B26FF040e1dE35D337DF56218,BEND,16232047.948242383,,benddao-ape-staking
1642,Lending,Folks Finance Lending,,-,16091008.225571277,,folks-finance-lending
2361,Derivatives,Mummy Finance,fantom:0x01e77288b38b416F972428d562454fb329350bAc,MMY,16035487.436313055,6016351.18951869,mummy-finance
2403,Derivatives,NestFi,0x04abeda201850ac0124161f037efd70c74ddc74c,NEST,15923253.432379121,,nestfi
2904,CDP,Lybra Finance,0xF1182229B71E79E504b1d2bF076C15a277311e05,LBR,15882613.058356972,1361074.9884770438,lybra-finance
2092,Yield,Pirex,,-,15814672.626956249,,pirex
2491,Lending,Liqwid,cardano:8e420ce194ca84040ba6971e6ab816e3d76ee9ee,LQ,15798867.668640202,0.0,liqwid
620,Yield,Francium,-,-,15768573.605177734,,francium
1707,Yield,CLever,0xf05e58fCeA29ab4dA01A495140B349F8410Ba904,clev-CVX,15662634.629072959,,clever
220,Yield Aggregator,Vesper,0x1b40183efb4dd766f11bda7a7c3ad8982e998421,VSP,15641093.382668806,3081284.9542133827,vesper
1732,Dexes,Verse,0x249ca82617ec3dfb2589c4c17ab7ec9765350a18,VERSE,15473348.18976883,8602004.014529034,verse
756,CDP,Angle,0x31429d1856aD1377A8A0079410B297e1a9e214c2,ANGLE,15461527.19462462,7768981.677101372,angle
310,Yield,Belt Finance,bsc:0xe0e514c71282b6f4e823703a39374cf58dc3ea4f,BELT,15278881.474403149,2187254.7158051366,belt-finance
2535,Bridge,tBTC,0xcdf7028ceab81fa0c6971208e83fa7872994bee5,T,15201726.34981,0.0,tbtc
1577,Lending,Sturdy,,-,15195277.77114255,,sturdy
394,Yield Aggregator,Reaper Farm,fantom:0x21ada0d2ac28c3a5fa3cd2ee30882da8812279b6,OATH,15088619.132582018,13471617.904168798,reaper-farm
2338,Liquid Staking,Bifrost Liquid Crowdloan,,-,15042372.132106766,,bifrost-liquid-crowdloan
1025,Cross Chain,Wrapped,,-,14917221.441545404,,wrapped
239,Services,PoolTogether,0x0cec1a9154ff802e7934fc916ed7ca50bde6844e,POOL,14867894.086704852,2550064.4113746136,pooltogether
2484,CDP,Djed Stablecoin,null,-,14833316.601462055,,djed-stablecoin
2259,Dexes,Helix,,-,14815273.323990656,,helix
2696,Yield,Overnight DAI+,,-,14813955.297176983,,overnight-dai+
133,Dexes,Shell Protocol,,-,14610601.883863531,,shell-protocol
2192,Yield,PlutusDAO,arbitrum:0x51318B7D00db7ACc4026C88c3952B66278B6A67F,PLS,14447865.27045979,6264454.565735298,plutusdao
2005,Liquid Staking,ExinPool,,-,14305574.89,,exinpool
2157,Lending,Green Planet,bsc:0xb3cb6d2f8f2fde203a022201c81a96c167607f15,GAMMA,14145256.798006872,,green-planet
2310,CEX,NBX,,-,14078557.748759575,,nbx
1838,Lending,AAVE V1,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,AAVE,14017889.026469901,,aave-v1
2308,Liquid Staking,Jito,solana:J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JitoSOL,13987373.002990847,0.0,jito
2204,Lending,Pando Rings,,-,13895533.430546766,,pando-rings
626,CDP,Reserve,0x8762db106b2c2a0bccb3a80d1ed41273552616e8,RSR,13820111.84249391,178200831.99091682,reserve
2674,Dexes,WEMIX.FI AMM,,-,13805300.409336463,,wemix.fi-amm
2753,Dexes,Velocore,,VC,13704342.39891924,,velocore
862,Yield,Quarry,,-,13676654.628769433,,quarry
1662,CDP,Yeti Finance,avax:0x77777777777d4554c39223C354A05825b2E8Faa3,YETI,13515933.345066227,551790.9657958136,yeti-finance
2586,Dexes,Equilibre,kava:0xE1da44C0dA55B075aE8E2e4b6986AdC76Ac77d73,VARA,13389677.832423873,,equilibre
1997,Lending,Morpho Compound,0x9994e35db50125e0df82e4c2dde62496ce330999,MORPHO,13373307.419335809,,morpho-compound
696,Lending,Agave,xdai:0x3a97704a1b25f08aa230ae53b352e2e72ef52843,AGVE,13362183.864345068,1023250.6596925424,agave
1046,Dexes,Ouchi Finance,0xDe52a16C6DB7914e6953E27A7df4Ce6A315f8b45,OUCHI,13292724.44171663,,ouchi-finance
2399,Derivatives,Opyn Squeeth,,-,13275613.060920464,0.0,opyn-squeeth
2695,Dexes,SmarDex,0x5de8ab7e27f6e7a1fff3e5b337584aa43961beef,SDEX,13207293.725473586,23662773.221095692,smardex
2284,Yield,WOOFi Earn,0x4691937a7508860f876c9c0a2a617e7d9e945d4b,WOO,13144784.249024428,,woofi-earn
1056,Staking,Redacted Protocol,0xc55126051B22eBb829D00368f4B12Bde432de5Da,BTRFLY,13117412.054251771,43707822.97681183,redacted-protocol
1740,Liquid Staking,LiNEAR Protocol,near:0x918dbe087040a41b786f0da83190c293dae24749,LINEAR,13063395.218161395,0.0,linear-protocol
589,Lending,Strike,0x74232704659ef37c08995e386a2e26cc27a8d7b1,STRK,12968042.108424727,47778481.84242717,strike
1395,Dexes,ArthSwap,astar:0xde2578edec4669ba7f41c5d5d2386300bcea4678,ARSW,12908685.815273639,0.0,arthswap
2319,Yield Aggregator,GMD Protocol,arbitrum:0x4945970EfeEc98D393b4b979b9bE265A3aE28A8B,GMD,12731549.033145275,0.0,gmd-protocol
315,Yield,Tulip Protocol,TuLipcqtGVXP9XR62wM8WWCm6a9vhLs7T1uoWBk6FDs,TULIP,12704832.127995318,1747618.807245687,tulip-protocol
1752,Yield Aggregator,Spool Protocol,0x40803cea2b2a32bda1be61d3604af6a814e70976,SPOOL,12594626.631128728,24635579.668214057,spool-protocol
2901,Liquid Staking,Swell,,-,12484526.902544666,,swell
1531,Dexes,01,,-,12474467.29631811,,01
1849,Liquid Staking,Acala Liquid-Staking,acala:-,ACA,12427722.924187504,,acala-liquid-staking
518,Chain,Nuls,-,NULS,12299990.37,24306398.414365683,nuls
2454,Liquid Staking,GETH,0x3802c218221390025bceabbad5d8c59f40eb74b8,GETH,12263407.875372093,0.0,geth
349,Bridge,Injective Bridge,0xe28b3b32b6c345a34ff64674606124dd5aceca30,INJ,12244829.466320226,572561831.7582781,injective-bridge
1173,Liquid Staking,JPool,solana:7Q2afV64in6N6SeZsAAB81TJzwDoD6zpqmHkzi9Dcavn,JSOL,12231016.044255689,0.0,jpool
916,Derivatives,Pika Protocol,,-,12227702.35628247,,pika-protocol
972,Dexes,StellarX,,-,12215437.1867545,,stellarx
348,Lending,FilDA,heco:0xe36ffd17b2661eb57144ceaef942d95295e637f0,FILDA,12178284.05778646,273571.99010978173,filda
2668,Dexes,Velocimeter V2,canto:0xb5b060055f0d1ef5174329913ef861bc3addf029,FLOW,12147429.23834618,,velocimeter-v2
2921,NFT Lending,Blur Lending,0x5283d291dbcf85356a21ba090e6db59121208b44,BLUR,12118169.848417599,,blur-lending
1593,Yield,Sphere Finance,polygon:0x62f594339830b90ae4c084ae7d223ffafd9658a7,SPHERE,12062040.742702663,18994384.560761537,sphere-finance
2152,Dexes,Sushi Trident,,-,12022398.365815368,,sushi-trident
1929,Liquid Staking,Algem,,-,11932587.103640148,,algem
2795,Dexes,ThalaSwap,aptos:0x7fd500c11216f0fe3095d0c4b8aa4d64a4e2e04f83758462f2b127255643615,THL,11730724.709815247,3693642.4547445136,thalaswap
1016,Privacy,Aztec,,-,11696331.028909504,,aztec
1320,Privacy,Railgun,0xe76c6c83af64e4c60245d8c7de953df673a7a33d,RAIL,11666100.010857312,30999725.320397753,railgun
2824,Staking Pool,ABC Pool,conflux:0x905f2202003453006eaf975699545f2e909079b8,ABC,11662090.200000001,,abc-pool
112,Yield Aggregator,Harvest Finance,0xa0246c9032bC3A600820415aE600c6388619A14D,FARM,11624162.314947743,19921915.81610597,harvest-finance
2727,Dexes,Mute.io,era:0xa49d7499271ae71cd8ab9ac515e6694c755d400c,MUTE,11585191.075555284,27242368.88456159,mute.io
2833,Launchpad,Juicebox V1,0x3abf2a4f8452ccc2cf7b4c1e4663147600646f66,JBX,11555571.851958152,,juicebox-v1
2339,Lending,Lodestar Finance,arbitrum:0xF19547f9ED24aA66b03c3a552D181Ae334FBb8DB,LODE,11452125.502624903,2315277.2297748392,lodestar-finance
1501,Bridge,Octus Bridge,everscale:0:f2679d80b682974e065e03bf42bbee285ce7c587eb153b41d761ebfd954c45e1,BRIDGE,11397094.064092427,5333941.752804067,octus-bridge
141,Synthetics,Outcome Finance,,-,11263823.05402459,,outcome-finance
2316,Bridge,Meter Passport,,-,11248324.222149614,48239412.72083868,meter-passport
200,Yield,Bella Protocol,0xa91ac63d040deb1b7a5e4d4134ad23eb0ba07e14,BEL,11178102.236268077,42307590.17061756,bella-protocol
2540,Dexes,Megaton Finance,ton:EQB-cCOQDwerEnUD4-6xoYD0eL6_yC1zogAvA5GuXTF0iDIf,MEGA,11018209.998908587,,megaton-finance
202,Dexes,Saddle Finance,0xf1dc500fde233a4055e25e5bbf516372bc4f6871,SDL,10989808.486367108,3553036.099298408,saddle-finance
622,Dexes,Clipper,-,-,10970869.870397825,,clipper
1679,Yield,Dot Dot Finance,bsc:0x84c97300a190676a19D1E13115629A11f8482Bd1,DDD,10944224.624386374,168650.78781133646,dot-dot-finance
2436,NFT Lending,Arcade xyz,,-,10941571.340443745,,arcade-xyz
1546,Lending,Burrow,near:-,BRRR,10531645.986122236,34905.55162772042,burrow
1514,Lending,Granary Finance,,-,10158140.466006026,,granary-finance
1631,Lending,Onyx Protocol,0xA2cd3D43c775978A96BdBf12d733D5A1ED94fb18,XCN,10138300.180055978,,onyx-protocol
1384,Dexes,Hermes Protocol,metis:0xb27bbeaaca2c00d6258c3118bab6b5b6975161c8,HERMES,10116696.030000608,3385196.6242593504,hermes-protocol
218,Yield,cVault Finance,0x62359ed7505efc61ff1d56fef82158ccaffa23d7,CORE,10041755.198173163,0.0,cvault-finance
1331,Launchpad,DeepLock,bsc:0x60de5f9386b637fe97af1cc05f25548e9baaee19,DEEP,10003042.132116478,0.0,deeplock
2196,Dexes,Uniswap V1,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,UNI,8202243.805867109,4033812411.547605,uniswap-v1
245,Chain,Secret Network,-,SCRT,7339403.352848047,113877223.8522251,secret-network
189,Dexes,1inch Network,0x111111111117dc0aa78b770fa6a738034120c302,1INCH,6344644.409403374,362720089.7243486,1inch-network
2405,Launchpad,FlokiFi Locker,0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,FLOKI,4368049.570613528,420542407.32950246,flokifi-locker
221,Dexes,Defi Swap,0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,CRO,2221237.3726914334,1717819626.236175,defi-swap
237,Dexes,Swipe,0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9,SXP,192560.86520178724,284806271.7209292,swipe
255,Algo-Stables,Fei Protocol,0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,TRIBE,6.050883675438483,135040690.57335144,fei-protocol
340,Reserve Currency,Olympus DAO,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,0.0,291154028.0492451,olympus-dao
447,Yield,Illuvium,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,ILV,0.0,245808309.86890078,illuvium
456,Payments,Telcoin,polygon:0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,TEL,0.0,133671675.55633242,telcoin
921,Services,DAO Maker Vesting,0x0f51bb10119727a7e5ea3538074fb341f56b09ad,DAO,0.0,254638225.1799893,dao-maker-vesting
1065,Gaming,The Sandbox,0x3845badAde8e6dFF049820680d1F14bD3903a5d0,SAND,0.0,1006992224.647906,the-sandbox
1339,Oracle,API3,0x0b38210ea11411557c13457d4da7dc6ea731b88a,API3,0.0,120774377.11484769,api3
1350,Yield,TreasureDAO,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,MAGIC,0.0,220894270.5964619,treasuredao
1905,Staking,Bitgert,bsc:0x8fff93e810a2edaafc326edee51071da9d398e83,BRISE,0.0,145308685.547681,bitgert
2501,Services,Aragon,0xa117000000f279d81a1d3cc75430faa017fa5a2e,ANT,0.0,120624692.36294986,aragon
2502,Services,BitDAO,0x1a4b46696b2bb4794eb3d4c26f1c55f9170fa4c5,BIT,0.0,720876030.8374438,bitdao
2518,Services,Gitcoin,0xde30da39c46104798bb5aa3fe8b9e0e1f348163f,GTC,0.0,103074163.63298358,gitcoin
2519,Services,ENS,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,ENS,0.0,286016251.0325534,ens
2520,Services,Gnosis DAO,0x6810e776880c02933d47db1b9fc05908e5386b96,GNO,0.0,294680340.8194244,gnosis-dao
2623,Oracle,Chainlink,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,0.0,3597621612.4749494,chainlink
2665,Staking,ApeCoin,0x4d224452801aced8b2f0aebe155379bb5d594381,APE,0.0,1319126191.1865928,apecoin
2725,Staking,Aptos,,APT,0.0,1738916180.6522415,aptos
2726,Services,Canto,canto:0x826551890dc65655a0aceca109ab11abdbd7a07b,CANTO,0.0,110989019.28090869,canto
2785,Staking,Arbitrum,,ARB,0.0,1587478875.6912026,arbitrum
2786,Staking,Bitcoin,,BTC,0.0,560447166652.5234,bitcoin
2788,Staking,Moonbeam,,GLMR,0.0,200728796.51841834,moonbeam
